year,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
mean,316.36,316.94,317.62,318.25,318.92,319.82,320.45,321.5,322.27,323.19,324.21,325.05,325.94,327.09,328.18,328.95,329.74,330.9
