year,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
mean,338.8,340,340.76,342.44,343.99,345.46,346.88,348.62,351.15,352.8,353.98,355.3,355.99,356.72,358.2,360.03,361.79,362.9,365.54,367.64,368.82,370.41,372.42,374.96,376.79,378.82,380.96,382.69,384.79,386.29,388.57,390.45,392.46,395.19,397.12,399.41,402.85,405,407.38
