year,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
mean,1644.65,1657.25,1670.08,1682.75,1693.16,1704.57,1714.41,1724.89,1735.47,1736.48,1742.04,1748.8,1751.47,1754.55,1765.56,1772.38,1773.29,1771.26,1772.72,1777.36,1777.01,1774.08,1774.98,1781.44,1787,1793.52,1798.96,1803.11,1808.02,1813.39,1822.58,1834.23,1843.13,1849.65,1857.29
